272
0.521625,4.435,4.435,4.435,4.435
0.5716461,4.47,4.47,4.47,4.47
0.6357714,4.505,4.505,4.505,4.505
0.7067667,4.54,4.54,4.54,4.54
0.780972,4.575,4.575,4.575,4.575
0.8565373,4.61,4.61,4.61,4.61
0.9325291,4.645,4.645,4.645,4.645
1.008478,4.68,4.68,4.680043,4.68
1.084171,4.715,4.715,4.715342,4.715
1.159612,4.75,4.75,4.750893,4.75
1.234803,4.785,4.785,4.786693,4.785
1.309748,4.82,4.82,4.82274,4.82
1.38445,4.855,4.855,4.85903,4.855
1.458912,4.89,4.89,4.89556,4.89
1.533137,4.925,4.925,4.932327,4.925
1.607128,4.96,4.96,4.969328,4.96
1.680888,4.995,4.995,5.00656,4.995
1.754421,5.03,5.03,5.04402,5.03
1.827746,5.065,5.065,5.0817,5.065
1.900868,5.1,5.1,5.119561,5.1
1.973772,5.135,5.135,5.157587,5.135032
2.046456,5.17,5.17,5.195777,5.170085
2.118922,5.205,5.205,5.234125,5.20515
2.191172,5.24,5.24,5.272619,5.240217
2.263209,5.275,5.275,5.311241,5.275279
2.335035,5.31,5.31,5.349966,5.310328
2.406654,5.345,5.345,5.38876,5.34536
2.478069,5.38,5.38,5.4276,5.380372
2.549286,5.415,5.415,5.466521,5.415371
2.62031,5.45,5.45,5.505543,5.45037
2.691144,5.485,5.485,5.544675,5.485369
2.761792,5.52,5.52,5.583919,5.520368
2.832256,5.555,5.555,5.623275,5.555367
2.902541,5.59,5.59,5.662741,5.590366
2.972649,5.625,5.625,5.702313,5.625365
3.042584,5.66,5.66,5.741988,5.660364
3.112349,5.695,5.695,5.781762,5.695363
3.181947,5.73,5.73,5.821631,5.730362
3.251381,5.765,5.765,5.86159,5.765361
3.320655,5.8,5.8,5.901636,5.80036
3.389773,5.835,5.835,5.941764,5.835359
3.458738,5.87,5.87,5.98197,5.870358
3.527554,5.905,5.905,6.022249,5.905357
3.596225,5.94,5.94,6.062596,5.940356
3.664756,5.975,5.975,6.103007,5.975355
3.733151,6.01,6.01,6.143478,6.010354
3.801416,6.045,6.045,6.184003,6.045353
3.869557,6.08,6.08,6.224577,6.080352
3.93758,6.115,6.115,6.265194,6.115351
4.005494,6.15,6.15,6.305848,6.15035
4.073308,6.185,6.185,6.346533,6.185349
4.141037,6.22,6.22,6.387242,6.220348
4.208701,6.255,6.255,6.427966,6.255347
4.276335,6.29,6.29,6.468696,6.290346
4.343969,6.325,6.325,6.509426,6.325345
4.411603,6.36,6.36,6.550156,6.360344
4.479237,6.395,6.395,6.590886,6.395343
4.546871,6.43,6.43,6.631616,6.430342
4.614505,6.465,6.465,6.672346,6.465341
4.682139,6.5,6.5,6.713076,6.50034
4.749773,6.535,6.535,6.753806,6.535339
4.817407,6.57,6.57,6.794535,6.570338
4.885041,6.605,6.605,6.835264,6.605337
4.952675,6.64,6.64,6.875992,6.640336
5.020309,6.675,6.675,6.916642,6.675335
5.087943,6.71,6.71,6.957134,6.710334
5.155577,6.745,6.745,6.997455,6.745333
5.223211,6.78,6.78,7.037615,6.780332
5.290845,6.815,6.815,7.077632,6.815331
5.358479,6.85,6.85,7.117521,6.85033
5.426113,6.885,6.885,7.157295,6.885329
5.493747,6.92,6.92,7.196962,6.920328
5.561381,6.955,6.955,7.236526,6.955327
5.629015,6.99,6.99,7.27599,6.990326
5.696649,7.025,7.025,7.315356,7.025325
5.764282,7.06,7.06,7.354626,7.060324
5.831915,7.095,7.095,7.393802,7.095323
5.899548,7.13,7.13,7.432886,7.130322
5.967181,7.165,7.165,7.471881,7.165321
6.034814,7.2,7.2,7.51079,7.20032
6.102447,7.235,7.235,7.549616,7.235319
