272
5.833217E-10,2.51717E-11,8.319113E-10,7.09208E-10,4.430149E-10
7.358084E-10,8.908165E-10,3.360716E-10,1.503778E-10,6.838184E-10
1.326995E-9,4.136673E-10,7.274355E-10,1.314581E-10,5.408809E-10
1.36354E-9,1.054018E-10,8.260822E-10,2.835767E-10,6.556326E-11
1.990644E-9,6.119433E-10,3.354996E-10,1.178801E-11,3.318822E-10
4.327994E-9,1.387824E-10,7.317346E-10,1.219541E-10,4.399874E-10
1.014669E-8,9.830208E-10,4.674032E-10,3.09778E-10,5.975823E-10
2.618874E-8,5.954396E-10,8.428179E-10,3.58305E-10,1.31291E-10
7.424939E-8,3.725199E-10,6.379516E-10,-1.149043E-9,1.494713E-10
2.198463E-7,2.350386E-10,2.149532E-10,-8.191534E-9,6.599649E-10
6.757569E-7,2.248728E-10,5.830171E-10,-3.626241E-8,1.146488E-10
2.141311E-6,8.207037E-10,6.047261E-10,-1.486823E-7,2.831482E-10
6.987824E-6,3.324441E-10,7.47582E-10,-5.886971E-7,2.725124E-13
2.345262E-5,3.400373E-10,1.05933E-10,-2.308493E-6,8.664916E-10
8.150659E-5,9.285605E-11,6.061467E-10,-9.144298E-6,8.546941E-10
2.917072E-4,2.917951E-11,1.03381E-10,-3.654577E-5,1.467011E-10
0.001073188,2.02803E-10,4.992307E-10,-1.477417E-4,2.48467E-10
0.004043911,9.868891E-10,2.383327E-10,-6.050418E-4,2.954421E-10
0.01062527,9.046647E-10,2.10696E-10,-0.002507602,9.4967E-10
0.01250532,3.466907E-10,2.206278E-10,-0.007596445,7.442959E-10
0.01222212,8.124648E-10,3.730624E-10,-0.01249273,0.001683971
0.01189346,7.643747E-10,4.137978E-10,-0.01645982,0.003295545
0.01159105,2.611403E-10,3.709022E-10,-0.02012897,0.004729788
0.0113106,6.724491E-10,2.343208E-11,-0.02388568,0.00596774
0.01105192,2.339211E-10,5.810473E-10,-0.02797493,0.00699173
0.010816,1.616105E-10,1.689017E-11,-0.03258144,0.007786526
0.01060403,7.498525E-10,4.084904E-10,-0.03786241,0.008340884
0.01041813,3.729385E-10,7.541563E-10,-0.04308475,0.008647419
0.01033185,8.961532E-10,4.150991E-10,-0.0464737,0.00872433
0.0103232,2.780497E-10,4.477088E-10,-0.04894743,0.00872441
0.01031477,1.809206E-10,4.651333E-10,-0.0509376,0.008724417
0.01030644,5.427655E-10,2.631142E-10,-0.052659,0.008724477
0.01029833,4.089922E-10,9.867084E-11,-0.05421892,0.008724464
0.01029031,9.8708E-10,4.017683E-10,-0.05567127,0.008724504
0.01028238,2.096389E-10,2.671168E-10,-0.05704331,0.008724596
0.01027467,9.689067E-10,4.572487E-10,-0.05834882,0.00872461
0.01026706,3.775599E-10,2.451812E-10,-0.05959463,0.008724675
0.01025967,8.950223E-10,8.204148E-10,-0.06078396,0.00872466
0.01025238,5.609035E-12,4.467061E-10,-0.06191847,0.008724693
0.0102452,3.157881E-10,1.062751E-13,-0.06299843,0.008724775
0.01023826,8.685508E-10,4.188268E-10,-0.06402392,0.008724773
0.01023144,7.6396E-10,4.287754E-10,-0.06499459,0.008724817
0.01022474,1.170049E-10,6.122399E-10,-0.06590923,0.008724912
0.01021832,7.843792E-10,7.772782E-10,-0.06676724,0.008724911
0.01021205,7.689436E-10,6.167458E-10,-0.06756678,0.008724958
0.01020594,3.738451E-10,9.969897E-10,-0.06830596,0.008725052
0.01020017,5.942777E-10,8.706156E-10,-0.06898248,0.008725044
0.01019462,1.60348E-10,7.135545E-10,-0.06959317,0.008725081
0.01018933,2.641131E-10,8.122959E-10,-0.07013419,0.008725161
0.01018451,5.157516E-10,-9.360133E-8,-0.07060061,0.008725131
0.01018011,1.531969E-10,-2.038618E-7,-0.07098604,0.008725136
0.01017628,1.320819E-10,-1.055979E-7,-0.07128168,0.008725176
0.01017332,1.620583E-10,-1.029339E-8,-0.07147477,0.008725245
0.01017192,5.760301E-10,-3.425374E-7,-0.07154559,0.00872534
0.01017181,3.534269E-11,-1.631962E-7,-0.0715456,0.00872545
0.0101717,9.648853E-10,6.429768E-10,-0.07154567,0.008725563
0.01017158,5.68185E-10,3.678207E-10,-0.07154572,0.008725681
0.01017146,1.89317E-10,7.102738E-10,-0.07154581,0.008725801
0.01017133,5.282834E-10,5.699983E-10,-0.07154602,0.008725925
0.0101712,7.333034E-10,1.300404E-10,-0.07154629,0.008726052
0.01017107,5.968174E-10,4.881513E-10,-0.07154669,0.008726185
0.01017093,9.958023E-11,4.205157E-10,-0.07154741,0.008726325
0.01017078,2.142293E-10,7.224688E-10,-0.0715482,0.00872647
0.01017063,7.743681E-10,1.145262E-10,-0.07155085,0.008726617
0.01017048,3.783108E-10,7.459648E-10,-0.07178868,0.008726771
0.01017032,6.220771E-10,9.696335E-10,-0.07226859,0.008726933
0.01017015,4.268891E-10,3.628001E-10,-0.07278891,0.008727102
0.01016997,8.53946E-10,6.108785E-11,-0.07327645,0.008727276
0.01017,7.030919E-10,1.900595E-10,-0.07371163,0.008727246
0.01016981,5.97155E-10,8.201551E-10,-0.07409839,0.00872743
0.01016984,1.668194E-10,7.072086E-10,-0.07444843,0.008727401
0.01016986,7.989921E-10,9.047132E-10,-0.0747746,0.008727375
0.01016989,7.57914E-10,5.822168E-10,-0.07508604,0.008727344
0.01016992,7.152205E-10,8.19904E-10,-0.0753896,0.008727313
0.01016995,5.985236E-11,7.401959E-10,-0.07568787,0.008727283
0.01016998,6.971275E-10,4.80835E-10,-0.07598074,0.008727251
0.01017001,2.786573E-10,3.794875E-10,-0.07626684,0.008727216
0.01016979,3.907571E-10,6.981609E-10,-0.07654539,0.008727436
0.01016982,3.491355E-10,4.288793E-10,-0.0768154,0.008727406
0.01016985,3.777195E-10,6.672263E-10,-0.07707616,0.008727375
0.01016988,2.312376E-10,7.436687E-11,-0.07732874,0.00872734
0.01016992,7.751535E-10,9.384494E-10,-0.07757495,0.008727301
0.01016996,9.560686E-11,4.705171E-10,-0.07781433,0.008727264
0.01017,3.820217E-11,9.083436E-10,-0.07804755,0.008727224
0.01016972,7.33303E-10,1.395426E-10,-0.0782764,0.008727496
0.01016976,3.605965E-10,9.299468E-10,-0.07849953,0.008727458
0.0101698,7.330543E-10,9.490871E-10,-0.07871796,0.00872742
0.01016984,3.345357E-10,8.125529E-10,-0.07893154,0.008727379
0.01016989,4.291049E-10,5.297197E-10,-0.0791404,0.008727334
0.01016993,3.100221E-10,3.303033E-10,-0.07934524,0.008727287
0.01016998,5.310804E-10,8.87075E-10,-0.07954656,0.008727233
0.01017003,7.812204E-10,8.167322E-10,-0.07974351,0.008727176
0.01016967,8.340618E-10,2.39634E-10,-0.07993682,0.008727534
0.01016972,5.870462E-10,8.906769E-10,-0.08012639,0.008727487
0.01016977,3.511125E-11,3.783836E-10,-0.08031331,0.008727437
0.01016983,5.176516E-10,2.633154E-10,-0.08049624,0.00872738
0.01016989,7.682797E-10,5.150927E-10,-0.08067628,0.008727319
0.01016996,7.279401E-10,1.386532E-10,-0.08085389,0.008727249
0.01017004,8.683831E-10,4.355605E-10,-0.08102844,0.008727172
0.01016952,3.996118E-10,8.706174E-10,-0.08120107,0.008727684
0.01016958,6.992302E-10,6.014671E-10,-0.0813714,0.008727624
0.01016965,1.284285E-10,9.36627E-10,-0.08153886,0.008727557
0.01016972,4.38024E-10,4.744232E-11,-0.08170439,0.008727482
0.01016981,7.916188E-11,1.140589E-10,-0.08186765,0.008727391
0.01016991,2.241092E-10,6.418249E-10,-0.08202963,0.008727287
0.01017003,2.053903E-10,2.364936E-10,-0.08218929,0.008727163
0.01016914,7.936012E-10,2.349848E-10,-0.08234674,0.008728044
0.01016919,7.519034E-10,2.984944E-10,-0.08250281,0.008727982
0.01016927,9.452146E-11,5.668486E-10,-0.08265719,0.0087279
0.01016937,9.353569E-10,7.045838E-10,-0.08280964,0.008727798
0.0101695,3.546006E-10,4.619411E-10,-0.08296126,0.00872766
0.01016969,4.274109E-10,9.819895E-10,-0.08311103,0.008727464
0.01016999,3.986096E-10,4.600058E-10,-0.08325909,0.008727162
0.01017051,2.603949E-10,8.31278E-10,-0.08340694,0.008726642
0.01016582,5.743026E-10,4.522136E-10,-0.08355323,0.008731265
0.01017574,2.530252E-10,9.673339E-11,-0.08369814,0.00872149
0.02702891,9.089947E-12,8.867579E-10,-0.08384146,-0.003671408
0.07600198,7.329702E-10,9.226694E-10,-0.08398471,-0.004619973
0.07597009,3.106871E-10,2.704024E-12,-0.08412713,-0.004619972
0.07593607,9.729023E-10,2.638431E-10,-0.08426733,-0.004619972
