273
2.51717E-11,2.655661E-10,5.833217E-10,8.319113E-10,1.503778E-10,7.09208E-10,2.636028E-10
-6.166549E-10,8.908165E-10,1.314581E-10,1.981218E-10,5.408809E-10,8.776149E-10,7.274355E-10
-8.015787E-10,7.654558E-10,1.826314E-10,8.260822E-10,2.835767E-10,5.644417E-11,1.054018E-10
-2.376863E-9,4.399874E-10,3.354996E-10,1.219541E-10,5.596483E-10,4.111825E-10,8.53043E-10
-4.809755E-9,8.723924E-10,8.757445E-10,3.09778E-10,4.674032E-10,9.830208E-10,8.319898E-10
-1.478189E-8,6.590363E-10,1.712385E-10,1.494713E-10,5.954396E-10,3.562503E-10,5.871309E-10
-5.619163E-8,5.488163E-10,6.599649E-10,2.406716E-12,2.149532E-10,1.269718E-10,7.979268E-11
-2.489271E-7,5.565181E-10,3.509582E-10,6.785002E-10,5.830171E-10,5.238109E-10,1.146488E-10
-1.21618E-6,2.831482E-10,3.846037E-11,1.531881E-8,5.064078E-10,6.646554E-10,3.324441E-10
-6.054463E-6,3.400373E-10,9.568533E-10,1.359739E-7,8.664916E-10,4.865536E-10,8.355708E-10
-3.070601E-5,1.03381E-10,6.061467E-10,9.91435E-7,1.126646E-10,1.467011E-10,5.439204E-10
-1.607966E-4,2.02803E-10,6.156635E-11,6.730325E-6,4.992307E-10,3.27144E-10,2.058455E-10
-8.563976E-4,8.154557E-10,5.17844E-10,4.3738E-5,2.10696E-10,6.942269E-10,2.383327E-10
-0.004641025,6.549782E-11,7.442959E-10,2.783386E-4,1.373732E-10,2.206278E-10,6.478924E-10
-0.02314961,1.862478E-10,8.124648E-10,0.001749877,8.171767E-10,1.884356E-10,4.137978E-10
-0.02981566,8.348791E-10,8.637702E-10,0.005590819,1.268744E-10,2.611403E-10,9.619666E-10
-0.03151906,2.095977E-10,-3.578114E-4,0.008031857,2.343208E-11,9.35129E-10,7.705522E-11
-0.03110714,1.689017E-11,-0.001433248,0.009751485,5.470433E-10,1.616105E-10,8.718123E-10
-0.03075722,7.50839E-10,-0.00212013,0.01108348,9.866357E-13,3.265324E-10,6.85922E-10
-0.0304333,1.657825E-10,-0.002708427,0.01221094,9.6856E-11,5.959939E-10,7.592965E-10
-0.03011964,4.477088E-10,-0.003314741,0.01322632,3.607896E-10,1.785884E-10,9.284959E-10
-0.02980974,3.561745E-10,-0.003978906,0.01417733,3.049914E-10,4.651333E-10,7.260987E-10
-0.02950167,3.058374E-10,-0.004708921,0.01508792,4.104177E-10,2.561482E-10,9.867084E-11
-0.02919525,3.08574E-10,-0.0054834,0.01597093,4.017683E-10,3.658527E-10,9.8708E-10
-0.0288922,1.54964E-10,-0.006218339,0.01683241,7.234816E-10,4.111257E-10,9.689067E-10
-0.02859794,6.314965E-10,-0.006924125,0.01767605,4.962015E-11,2.379088E-10,2.278424E-10
-0.02831138,8.780783E-10,-0.0076074,0.01850387,2.529579E-10,8.75009E-10,2.729546E-10
-0.02803215,8.285313E-10,-0.008271276,0.01931692,2.370954E-12,1.062751E-13,5.637395E-10
-0.02776001,4.188268E-10,-0.008917095,0.02011562,7.127345E-11,1.083307E-10,6.022096E-10
-0.0274948,6.122399E-10,-0.009545447,0.02090027,2.482756E-8,2.159877E-10,5.932693E-10
-0.02723638,9.0335E-10,-0.01015653,0.02167156,2.2981E-10,5.086868E-10,1.319706E-10
-0.02698487,6.696855E-10,-0.01074999,0.02242909,3.919772E-7,4.067513E-10,3.569502E-10
-0.02674025,3.007103E-10,-0.0113256,0.02317423,4.443834E-10,8.706156E-10,1.517196E-10
-0.02650249,4.841986E-10,-0.01188267,0.02390551,4.17603E-7,7.135545E-10,7.307873E-10
-0.02627173,5.157516E-10,-0.01242043,0.02462478,2.760733E-10,5.418873E-10,6.297307E-10
-0.02604804,8.466899E-12,-0.01293796,0.02533134,3.438098E-10,1.531969E-10,1.316162E-10
-0.02583167,6.701845E-11,-0.01343403,0.02602331,1.370157E-6,1.347839E-10,3.165907E-10
-0.02562259,-1.607327E-7,-0.01390734,0.0267042,1.039862E-6,7.107522E-10,5.760301E-10
-0.02542113,9.145883E-10,-0.01435637,0.02737389,6.516784E-10,8.384917E-10,6.868169E-10
-0.02522755,-3.178187E-8,-0.01477858,0.02849984,9.237574E-10,3.678207E-10,2.507378E-10
-0.02504357,-1.236301E-8,-0.01517121,0.03068532,7.641131E-10,4.376639E-10,2.207725E-10
-0.02486998,-4.225134E-7,-0.01553023,0.0331424,3.836153E-10,1.051738E-10,2.962697E-11
-0.02470521,-9.571175E-7,-0.01585068,0.03558255,6.225401E-11,9.61838E-10,2.470213E-10
-0.02454906,-1.580797E-6,-0.0161257,0.03791682,4.205157E-10,2.142293E-10,7.357641E-10
-0.0244024,-1.339894E-6,-0.01634463,0.04013507,9.04382E-10,7.743681E-10,4.571688E-10
-0.02426673,-1.160835E-6,-0.0164898,0.04225962,5.185622E-11,4.118991E-11,1.048644E-10
-0.02418584,-5.058605E-7,-0.01653336,0.04431621,3.994154E-10,3.715056E-10,3.628001E-10
-0.02414767,-1.21156E-6,-0.01653333,0.04631316,1.900595E-10,6.108785E-11,7.003049E-10
-0.0241106,-2.26389E-6,-0.0165333,0.04824175,6.071042E-10,2.402381E-10,2.542711E-10
-0.02407467,-3.324824E-6,-0.01653339,0.05008318,1.439925E-10,7.072086E-10,1.668194E-10
-0.02404025,-5.390963E-6,-0.01653352,0.05180562,2.011297E-10,7.57914E-10,9.614105E-10
-0.02400772,-1.121947E-5,-0.01653387,0.05337232,8.19904E-10,1.021331E-10,7.152205E-10
-0.02397772,8.361623E-8,-0.01653297,0.05474528,7.364899E-11,6.321681E-10,5.289861E-10
-0.02395126,8.365707E-8,-0.01649504,0.05588712,3.794875E-10,6.380084E-10,4.120008E-10
-0.02393082,8.45305E-8,-0.01644878,0.05674495,8.343965E-11,1.206777E-10,9.737666E-10
-0.02392418,8.456293E-8,-0.01640558,0.05726877,5.874919E-10,4.172887E-10,3.529773E-10
-0.02392416,8.462323E-8,-0.01636859,0.05771443,2.312376E-10,8.542226E-10,6.004336E-10
-0.02392413,8.518934E-8,-0.01633775,0.05813406,9.560686E-11,7.752843E-10,3.513013E-10
