391
0.561,4.435,4.435,4.435,4.435,4.435,4.435
0.6064,4.47,4.47,4.47,4.47,4.47,4.47
0.64556,4.505,4.505,4.505,4.505,4.505,4.505
0.682224,4.54,4.54,4.54,4.54,4.54,4.54
0.7178896,4.575,4.575,4.575,4.575,4.575,4.575
0.7531558,4.61,4.61,4.61,4.61,4.61,4.61
0.7882623,4.645,4.645,4.645,4.645,4.645,4.645
0.8233049,4.68,4.68,4.68,4.68,4.68,4.68
0.8583219,4.715,4.715,4.715,4.715,4.715,4.715
0.8933287,4.75,4.75,4.75,4.75,4.75,4.75
0.9543287,4.785,4.785,4.785,4.785,4.785,4.785
0.9997287,4.82,4.82,4.82,4.82,4.82,4.82
1.038889,4.855,4.855,4.855,4.855,4.855,4.855
1.075553,4.89,4.89,4.89,4.89,4.89,4.89
1.111219,4.925,4.925,4.925,4.925,4.925,4.925
1.146485,4.96,4.96,4.96,4.96,4.96,4.96
1.181591,4.995,4.995,4.995,4.995,4.995,4.995
1.216634,5.03,5.03,5.03,5.03,5.03,5.03
1.251651,5.065,5.065,5.065,5.065,5.065,5.065
1.286658,5.1,5.1,5.1,5.1,5.1,5.1
1.347658,5.135,5.135,5.135,5.135,5.135,5.135
1.393058,5.17,5.17,5.17,5.17,5.17,5.17
1.432218,5.205,5.205,5.205,5.205,5.205,5.205
1.468882,5.24,5.24,5.24,5.24,5.24,5.24
1.504548,5.275,5.275,5.275,5.275,5.275,5.275
1.539814,5.31,5.31,5.31,5.31,5.31,5.31
1.57492,5.345,5.345,5.345,5.345,5.345,5.345
1.609963,5.38,5.38,5.38,5.38,5.38,5.38
1.64498,5.415,5.415,5.415,5.415,5.415,5.415
1.679987,5.45,5.45,5.45,5.45,5.45,5.45
1.740987,5.485,5.485,5.485,5.485,5.485,5.485
1.786387,5.52,5.52,5.52,5.52,5.52,5.52
1.825547,5.555,5.555,5.555,5.555,5.555,5.555
1.862211,5.59,5.59,5.59,5.59,5.59,5.59
1.897877,5.625,5.625,5.625,5.625,5.625,5.625
1.933143,5.66,5.66,5.66,5.66,5.66,5.66
1.968249,5.695,5.695,5.695,5.695,5.695,5.695
2.003292,5.73,5.73,5.73,5.73,5.73,5.73
2.038309,5.765,5.765,5.765,5.765,5.765,5.765
2.073316,5.8,5.8,5.8,5.8,5.8,5.8
2.173316,5.835,5.835,5.835,5.835,5.835,5.835
2.273316,5.87,5.87,5.87,5.87,5.87,5.87
2.334316,5.905,5.905,5.905,5.905,5.905,5.905
2.379716,5.94,5.94,5.94,5.94,5.94,5.94
2.418876,5.975,5.975,5.975,5.975,5.975,5.975
2.45554,6.01,6.01,6.01,6.01,6.01,6.01
2.491206,6.045,6.045,6.045,6.045,6.045,6.045
2.526472,6.08,6.08,6.08,6.08,6.08,6.08
2.561578,6.115,6.115,6.115,6.115,6.115,6.115
2.596621,6.15,6.15,6.15,6.15,6.15,6.15
2.631638,6.185,6.185,6.185,6.185,6.185,6.185
2.666645,6.22,6.22,6.22,6.22,6.22,6.22
2.727645,6.255,6.255,6.255,6.255,6.255,6.255
2.773045,6.29,6.29,6.29,6.29,6.29,6.29
2.812205,6.325,6.325,6.325,6.325,6.325,6.325
2.848869,6.36,6.36,6.36,6.36,6.36,6.36
2.884535,6.395,6.395,6.395,6.395,6.395,6.395
2.919801,6.43,6.43,6.43,6.43,6.43,6.43
2.954907,6.465,6.465,6.465,6.465,6.465,6.465
2.98995,6.5,6.5,6.5,6.5,6.5,6.5
