197
0.6918784,-0.6918808,-0.6997818,-0.7004877
0.6851282,-0.6844753,-1.169919,-1.151559
0.7727862,-0.8070048,-1.300681,-1.300277
1.493394,-1.154581,-1.313707,-1.300276
1.493352,-1.154582,-1.313816,-1.300281
1.493308,-1.154582,-1.313926,-1.30027
1.493264,-1.154583,-1.314039,-1.300259
1.493218,-1.154583,-1.314154,-1.300251
1.493172,-1.154585,-1.314271,-1.300244
1.493126,-1.154585,-1.31439,-1.300238
1.493078,-1.154584,-1.314511,-1.300232
1.493029,-1.154587,-1.314634,-1.300225
1.49298,-1.154589,-1.31476,-1.300218
1.492929,-1.154588,-1.314888,-1.30021
1.492878,-1.154585,-1.315018,-1.300201
1.492825,-1.15459,-1.315151,-1.300191
1.492772,-1.15459,-1.315287,-1.30018
1.492717,-1.1546,-1.315425,-1.300168
1.492661,-1.154584,-1.315566,-1.300154
1.492604,-1.154886,-1.31571,-1.30014
1.492547,-1.161198,-1.315739,-1.300123
1.492487,-1.161711,-1.315867,-1.300106
1.492427,-1.167483,-1.315709,-1.300087
1.492366,-1.167951,-1.315819,-1.300066
1.492303,-1.173068,-1.3155,-1.300043
1.492239,-1.173585,-1.315583,-1.300019
1.492173,-1.178198,-1.315118,-1.299993
1.492106,-1.178687,-1.315178,-1.299964
1.492038,-1.182988,-1.31456,-1.299934
1.491968,-1.183472,-1.314592,-1.299901
1.491897,-1.187345,-1.313866,-1.299865
1.491824,-1.187848,-1.313862,-1.299827
1.49175,-1.191506,-1.313,-1.299786
1.491674,-1.191958,-1.312976,-1.299742
1.491596,-1.195377,-1.312002,-1.299694
1.491516,-1.19575,-1.311972,-1.299644
1.491435,-1.199125,-1.310831,-1.299589
1.491352,-1.199462,-1.310784,-1.299531
1.491267,-1.202524,-1.309594,-1.299468
1.49118,-1.202872,-1.309514,-1.299401
1.491091,-1.205876,-1.308183,-1.299329
1.490999,-1.206159,-1.308103,-1.299252
1.490905,-1.209031,-1.306676,-1.29917
1.49081,-1.209205,-1.306629,-1.299082
1.490712,-1.212134,-1.305015,-1.299367
1.490612,-1.212896,-1.304626,-1.29759
